transaction_id,user_id,timestamp,amount,merchant,city,country,device_type,payment_method,fraud_flag,fraud_reason
2947fe71-951f-45d8-985c-6979a5c2e6dd,U109,2026-04-16T16:22:07.425177,1931.19,Amazon,New York,India,web,upi,YES,high_amount
1876f51b-3aba-47ab-82b7-7552c6584a65,U103,2026-04-16T16:38:13.739878,1791.2,BestBuy,New York,USA,tablet,wallet,YES,high_amount
88122557-a9e0-4f5c-a254-f6a24ae24582,U100,2026-04-16T16:36:40.434059,570.51,Walmart,Chicago,USA,tablet,debit_card,NO,normal
ca685130-1550-4812-a8d7-6840d6867013,U109,2026-04-16T16:40:31.870835,161.95,Walmart,Houston,USA,web,credit_card,NO,normal
373b5ea2-ae9e-46b6-a9b5-10e9c1a06e8e,U100,2026-04-16T16:31:24.677630,1936.9,Target,Houston,USA,mobile,credit_card,YES,high_amount
14ab5658-106e-4899-ab30-4ed2857b9a73,U105,2026-04-16T16:26:56.973637,453.38,Walmart,Chicago,India,mobile,upi,YES,non_usa_transaction
b7b66b94-0f5d-42ff-a9ae-803ca5fb850b,U102,2026-04-16T16:42:24.697338,1059.82,Amazon,New York,USA,web,upi,NO,normal
d78defbf-6420-4896-b050-463b95bcc83c,U107,2026-04-16T16:32:40.147905,1220.44,Walmart,Chicago,USA,mobile,credit_card,NO,normal
e8e18060-9ed2-4a49-9c9b-19c2b0bc3650,U104,2026-04-16T16:24:45.283431,458.06,Walmart,San Francisco,USA,mobile,wallet,NO,normal
4700a087-c1e4-44a7-b611-9df97167f48e,U102,2026-04-16T16:25:52.606563,277.46,BestBuy,Dallas,USA,web,upi,NO,normal
37ddc7e8-d52c-418f-86fc-1e68d4dbf2de,U108,2026-04-16T16:25:52.625937,1437.12,Target,New York,Canada,mobile,credit_card,YES,non_usa_transaction
8ecb28bc-b480-454a-8aca-7cd8af9668d7,U104,2026-04-16T16:38:24.967387,1379.91,Nike,Houston,USA,mobile,debit_card,NO,normal
3b805b9a-83d1-49f9-ae95-8061bc040fcd,U101,2026-04-16T16:47:43.621648,1336.57,Target,Dallas,Canada,tablet,wallet,YES,non_usa_transaction
d0cb7eaf-4bb9-4539-983e-ab488e87177b,U108,2026-04-16T16:45:14.790281,1734.87,BestBuy,New York,India,web,wallet,YES,high_amount
b715dc1b-8f4b-49cb-9b8c-744279b251bc,U102,2026-04-16T16:38:39.063465,589.5,Target,Chicago,USA,tablet,wallet,NO,normal
878cbcc5-1b99-4121-adef-0b6bb67d64ea,U106,2026-04-16T16:39:36.218576,876.94,Walmart,Chicago,USA,web,upi,NO,normal
066455a5-8902-487c-ae04-afb85ef5700d,U103,2026-04-16T16:31:13.621751,1280.56,Amazon,San Francisco,USA,tablet,wallet,NO,normal
14e60040-9b0c-49f3-bfa3-9001eaf14dc1,U109,2026-04-16T16:26:57.979110,1218.89,Nike,New York,India,mobile,upi,YES,non_usa_transaction
95e37f64-b4db-4ccf-ae50-b03844c9af2e,U102,2026-04-16T16:35:41.136355,383.79,Walmart,Chicago,USA,web,debit_card,NO,normal
7fb691a0-c1a8-43a5-aa03-a3fc69eca8f6,U104,2026-04-16T16:20:20.716158,703.1,Target,San Francisco,Canada,tablet,debit_card,YES,non_usa_transaction
0a181c36-1485-4e39-862a-f9ac1e3a3e37,U109,2026-04-16T16:44:05.419278,105.31,Target,San Francisco,USA,web,credit_card,NO,normal
3e78893b-670f-457d-be8c-43352c48e4b9,U100,2026-04-16T16:44:05.421982,763.44,Walmart,San Francisco,USA,web,debit_card,NO,normal
cefcf39a-166a-42d2-824f-580c5b52b58c,U102,2026-04-16T16:42:14.676389,572.94,Target,Chicago,USA,mobile,wallet,NO,normal
4af5040a-344d-48d9-8c41-41b0e7e6ccdf,U105,2026-04-16T16:45:51.023273,1784.27,Nike,Houston,USA,mobile,upi,YES,high_amount
47e612ad-e8e7-454c-a509-fb6952f30a99,U106,2026-04-16T16:39:52.781483,1042.24,Amazon,Chicago,USA,web,debit_card,NO,normal
d45b8cec-e876-43d2-b03a-92428b70ed86,U103,2026-04-16T16:27:51.301714,1988.27,Amazon,San Francisco,USA,web,debit_card,YES,high_amount
c746f1aa-8d29-49e3-b539-1ba65b40318b,U105,2026-04-16T16:37:32.557512,1342.04,Amazon,Dallas,USA,mobile,upi,NO,normal
72d6d1ce-7cb7-4055-9300-d535be581e03,U109,2026-04-16T16:39:05.002305,927.54,Amazon,Houston,USA,web,debit_card,NO,normal
cf77a9b2-6128-448d-9327-ec405dd957a0,U100,2026-04-16T16:26:33.816367,147.48,Target,Chicago,USA,web,wallet,NO,normal
d396bc25-ee99-43a8-aba0-25acd353dec5,U107,2026-04-16T16:32:32.014114,597.84,Walmart,Dallas,USA,tablet,upi,NO,normal
80b15c1a-1fdb-4a12-9161-67020d6082d5,U100,2026-04-16T16:38:36.034661,453.69,Target,New York,USA,tablet,wallet,NO,normal
d202d55a-734e-402f-8700-260aa4470a21,U105,2026-04-16T16:29:04.809676,1285.53,Nike,Chicago,Canada,tablet,wallet,YES,non_usa_transaction
ecaf0f68-c994-4aa3-a026-4968a38597ac,U109,2026-04-16T16:46:23.200383,1084.53,Walmart,New York,USA,tablet,credit_card,NO,normal
a1c93fac-cddc-4aa8-afa8-435b400f8e99,U108,2026-04-16T16:46:23.204134,539.03,Target,New York,USA,web,upi,NO,normal
2fbafc67-e3ce-41d0-8fcb-33d0feb1f130,U102,2026-04-16T16:34:43.626357,612.97,Walmart,Chicago,USA,tablet,debit_card,NO,normal
34a142c8-592f-42f9-b461-a7f4bd438212,U104,2026-04-16T16:47:45.627702,718.59,BestBuy,Dallas,India,mobile,upi,YES,non_usa_transaction
605761dc-8fb2-49b4-a208-4090d3444dcf,U103,2026-04-16T16:38:13.907442,923.18,Nike,New York,USA,mobile,credit_card,NO,normal
b2ec42db-24ae-49ef-9ab8-b767f832fb85,U103,2026-04-16T16:29:35.981715,954.2,Nike,San Francisco,India,mobile,debit_card,YES,non_usa_transaction
6793a0e2-7d70-4028-a072-ae4329f1018c,U107,2026-04-16T16:25:33.529066,47.16,Walmart,New York,USA,mobile,credit_card,NO,normal
33fdfd9b-46da-4af2-9664-53cda843f8ba,U108,2026-04-16T16:33:33.423285,1573.12,Amazon,Chicago,USA,tablet,wallet,YES,high_amount
8352038d-ffcb-42bf-8a65-d590b6eb460e,U109,2026-04-16T16:39:29.170005,260.43,Amazon,New York,USA,web,credit_card,NO,normal
303e7f92-19c0-4599-9f44-8f45a6fc1ca0,U104,2026-04-16T16:32:25.091494,912.25,Target,New York,USA,web,credit_card,NO,normal
0084f9d0-d2d3-4202-9b64-efac4c21897f,U108,2026-04-16T16:35:58.073734,1393.64,Walmart,San Francisco,USA,tablet,upi,NO,normal
80eda5e1-c313-4802-96f8-99b6a880f0e0,U104,2026-04-16T16:23:29.865229,248.42,Target,Dallas,USA,tablet,credit_card,NO,normal
dd77323a-051d-42c5-8f69-a8f0aff9cf3f,U100,2026-04-16T16:48:09.766541,1766.68,Amazon,Dallas,USA,mobile,debit_card,YES,high_amount
b3bbd011-170a-4134-af22-64d57571203a,U102,2026-04-16T16:48:10.724647,1051.75,BestBuy,New York,USA,mobile,credit_card,NO,normal
11642fc1-b686-428f-8eec-65dc30b80521,U100,2026-04-16T16:25:22.478131,382.86,Amazon,Chicago,USA,web,credit_card,NO,normal
45f5f987-1840-4b54-959b-90f4eecad1b0,U103,2026-04-16T16:35:19.028103,1704.71,Walmart,New York,India,web,upi,YES,high_amount
9bbd0ad3-b252-476a-875a-896641c9acdd,U101,2026-04-16T16:47:25.539517,1673.56,Nike,Chicago,Canada,mobile,debit_card,YES,high_amount
154abef6-6879-4c2e-a900-664254e548b6,U101,2026-04-16T16:47:25.539500,1805.5,Amazon,San Francisco,USA,mobile,upi,YES,high_amount
39d0206f-5569-4086-bd14-b22e8f256bcf,U107,2026-04-16T16:46:14.146472,1463.28,BestBuy,Dallas,USA,mobile,debit_card,NO,normal
76525d48-d283-494d-a097-5d78a614b631,U107,2026-04-16T16:46:14.146470,373.8,Nike,New York,India,tablet,credit_card,YES,non_usa_transaction
4e5a3215-3cda-4abd-b3a7-7c54c9861cac,U103,2026-04-16T16:40:55.003109,958.8,Walmart,San Francisco,USA,tablet,upi,NO,normal
9b94eaae-eccd-47f6-915e-e1fa74e49caa,U108,2026-04-16T16:25:14.395239,1715.38,Target,Chicago,USA,mobile,credit_card,YES,high_amount
37c6819a-1d2b-4ddb-b899-337971608e16,U103,2026-04-16T16:22:29.546256,1346.63,Target,Chicago,USA,web,credit_card,NO,normal
56d24900-d9e8-4acc-809d-5b37e9b0a020,U109,2026-04-16T16:25:30.487226,1807.1,BestBuy,Houston,USA,web,debit_card,YES,high_amount
b8dfb188-63ad-4a44-b857-b0d90fbc0651,U102,2026-04-16T16:39:45.595186,495.15,Nike,New York,USA,web,credit_card,NO,normal
a16f7fe0-132e-4fce-8767-c2a9278cd670,U103,2026-04-16T16:33:32.305303,1726.19,Walmart,New York,Canada,tablet,upi,YES,high_amount
3960a57f-d27a-4770-98e0-91d2c1d3519c,U102,2026-04-16T16:35:35.120308,1689.42,Target,Houston,India,mobile,wallet,YES,high_amount
0df07026-a1c5-4f18-a08d-97a83888ad46,U101,2026-04-16T16:24:39.218024,1295.03,Amazon,Houston,Canada,mobile,credit_card,YES,non_usa_transaction
8438a138-ed50-44c5-ad1f-76959052c91f,U104,2026-04-16T16:35:38.128739,1448.89,Target,Dallas,India,tablet,wallet,YES,non_usa_transaction
a4508a22-2693-4cd5-9b9f-566344111bc8,U100,2026-04-16T16:31:18.790019,197.99,BestBuy,New York,India,web,credit_card,YES,non_usa_transaction
839a89dc-d977-45a0-945c-6b09f3f0ce29,U109,2026-04-16T16:42:42.827268,1588.19,Nike,Dallas,USA,web,credit_card,YES,high_amount
39604296-95e6-486e-964e-ca625b7beb2c,U109,2026-04-16T16:42:06.638035,938.37,Amazon,Chicago,Canada,mobile,credit_card,YES,non_usa_transaction
e4419a9c-2152-4a1c-a7b6-37729cdb727e,U103,2026-04-16T16:22:32.543203,970.21,Nike,Chicago,Canada,tablet,debit_card,YES,non_usa_transaction
1af4b596-1a52-48ec-b035-45f510444edf,U101,2026-04-16T16:48:04.735189,1225.27,Amazon,New York,USA,tablet,credit_card,NO,normal
710a7ce8-3451-4632-8e17-3f185bcff31e,U104,2026-04-16T16:31:21.665669,1901.56,BestBuy,Chicago,India,mobile,wallet,YES,high_amount
42a85461-a569-41a1-a16b-1da270380c92,U104,2026-04-16T16:31:21.805080,473.64,Target,Dallas,USA,tablet,credit_card,NO,normal
d7cf80a6-93ac-4b53-bdd7-05adf9f90b62,U108,2026-04-16T16:30:10.261128,995.99,Nike,San Francisco,India,mobile,wallet,YES,non_usa_transaction
f5a115d9-ae8c-4835-9716-f2a791d74908,U102,2026-04-16T16:38:04.691326,1646.43,BestBuy,Houston,India,web,upi,YES,high_amount
bd13c4eb-45d7-4af8-a808-1d37549250cb,U104,2026-04-16T16:27:21.110829,1573.32,BestBuy,San Francisco,India,tablet,upi,YES,high_amount
c26d7f49-c8ad-445d-ba51-2419063761fb,U105,2026-04-16T16:27:21.141146,668.64,Walmart,Dallas,USA,web,credit_card,NO,normal
657681d3-a02a-42a1-9179-cbd493b51121,U106,2026-04-16T16:36:13.148275,757.08,Amazon,Houston,USA,mobile,wallet,NO,normal
0b821b5b-e12f-4bf6-a897-2c208541a63c,U105,2026-04-16T16:38:17.761727,1676.99,Nike,Chicago,India,mobile,upi,YES,high_amount
72a04862-e3cf-456a-b99f-aab741fb5bc3,U105,2026-04-16T16:48:18.822373,885.83,Nike,San Francisco,USA,web,credit_card,NO,normal
4f891a4d-f898-48c1-9855-d629498f377f,U108,2026-04-16T16:34:08.477266,933.69,Amazon,Dallas,USA,mobile,upi,NO,normal
0d685ec1-b98c-4d33-8acb-cb499a00c2c0,U100,2026-04-16T16:27:33.191610,1767.8,Walmart,Houston,USA,mobile,debit_card,YES,high_amount
60bcfe04-3502-44f5-b84f-3c294dbb9aad,U103,2026-04-16T16:45:58.070303,1827.51,Target,Houston,USA,web,credit_card,YES,high_amount
e0c0aa21-3b73-4c27-badf-b3e57fedcc07,U105,2026-04-16T16:45:58.074332,480.04,Nike,Chicago,USA,tablet,debit_card,NO,normal
9779df06-7ced-43fc-99e1-b90ffcb8a566,U107,2026-04-16T16:47:39.605220,1558.98,BestBuy,Dallas,India,mobile,upi,YES,high_amount
aae62cda-d45a-43b6-b2ea-ec5f1368395d,U102,2026-04-16T16:36:06.258945,34.84,BestBuy,New York,USA,tablet,wallet,NO,normal
a535531b-b88b-496d-bbd4-d3a6625fba10,U108,2026-04-16T16:47:08.447234,18.52,BestBuy,San Francisco,Canada,mobile,wallet,YES,non_usa_transaction
6bab6cc6-ec4c-4318-9ca1-3f1d521dec32,U102,2026-04-16T16:47:08.450880,629.05,Target,San Francisco,USA,tablet,upi,NO,normal
20087ecb-640d-4711-b686-0ef1d2adeb08,U105,2026-04-16T16:46:56.379134,439.85,Target,Houston,USA,tablet,credit_card,NO,normal
c43f79ac-d01a-4995-8118-e6e5709c3142,U100,2026-04-16T16:46:56.380606,1276.28,Target,Dallas,India,web,debit_card,YES,non_usa_transaction
bcc4ee43-5d31-4422-a598-410598917ee6,U105,2026-04-16T16:23:21.823900,1812.32,Amazon,Chicago,India,web,credit_card,YES,high_amount
880a2bb3-d0de-40e0-8ff9-9dcb5fe7ccaa,U109,2026-04-16T16:39:20.438074,347.49,Walmart,San Francisco,Canada,web,wallet,YES,non_usa_transaction
1109ee89-c073-4f3d-aa7a-12576c2a5cdf,U101,2026-04-16T16:24:32.222468,1362.1,BestBuy,San Francisco,India,tablet,credit_card,YES,non_usa_transaction
538419f1-8598-4603-8c3d-8dba0b08721c,U107,2026-04-16T16:44:33.552414,992.8,Amazon,Dallas,Canada,tablet,debit_card,YES,non_usa_transaction
87fcd9ea-08c9-4645-94e7-4167d8183a92,U104,2026-04-16T16:44:33.555546,1522.45,Amazon,Chicago,USA,mobile,upi,YES,high_amount
226236d0-f9c3-4f60-b934-414f835c8dc1,U106,2026-04-16T16:45:23.836754,931.1,Nike,Chicago,Canada,mobile,debit_card,YES,non_usa_transaction
558f8ae5-e8e6-43dc-a157-9d07c183e6af,U100,2026-04-16T16:45:23.839835,739.27,Amazon,San Francisco,USA,mobile,debit_card,NO,normal
c12b9faf-5b88-4279-9cb1-868730220fbf,U101,2026-04-16T16:38:49.910812,628.98,Amazon,Houston,USA,web,credit_card,NO,normal
2eb493b3-cbfb-4b98-a821-81825c15014e,U101,2026-04-16T16:39:54.517620,177.17,Target,Houston,India,mobile,credit_card,YES,non_usa_transaction
80e213f3-b8b1-4818-b0a4-20c1cc5f7a91,U101,2026-04-16T16:48:02.681654,1452.98,Nike,Houston,USA,tablet,upi,NO,normal
233e5e84-c31d-42f6-b971-9d14e774e4bd,U102,2026-04-16T16:32:07.013116,1500.56,Amazon,Chicago,USA,web,upi,YES,high_amount
2bba2d8e-c315-412c-a92a-962ab911934d,U108,2026-04-16T16:42:09.653622,103.56,Target,Houston,USA,web,wallet,NO,normal
9af2f706-4e2c-4a42-a9d5-152ad204c96b,U105,2026-04-16T16:38:46.898127,1392.5,Walmart,Houston,USA,web,debit_card,NO,normal
e9d6defe-e5bb-44da-b617-4bb9e796921b,U106,2026-04-16T16:42:40.815851,990.63,Target,San Francisco,India,tablet,upi,YES,non_usa_transaction
981c5097-0b79-4b1c-9816-098c919df1e7,U101,2026-04-16T16:39:02.334525,477.39,BestBuy,Dallas,USA,tablet,debit_card,NO,normal
70ca2829-6b7b-4a75-bd08-fd6ab604d137,U106,2026-04-16T16:33:35.433658,1143.54,BestBuy,Dallas,USA,web,credit_card,NO,normal
6f9e2476-f76a-45d4-8ba6-0b42d1bd16e8,U105,2026-04-16T16:35:59.222546,196.94,Amazon,New York,India,mobile,debit_card,YES,non_usa_transaction
8ec51012-3e36-4b07-ac5d-681b3569a773,U101,2026-04-16T16:32:52.109297,1123.83,Amazon,Chicago,USA,mobile,debit_card,NO,normal
f437c6c4-b562-41a4-9618-71f20425c0c9,U104,2026-04-16T16:45:42.972033,235.4,BestBuy,New York,USA,web,wallet,NO,normal
627556d6-5d4b-4bac-890d-7326e4cd26b2,U100,2026-04-16T16:33:46.374185,906.15,Walmart,Chicago,USA,web,upi,NO,normal
649a5036-f95b-42ff-aa3a-e154dc7c60af,U105,2026-04-16T16:31:44.914647,970.29,Walmart,Chicago,USA,tablet,wallet,NO,normal
2aacb6da-c73b-4376-acfa-56f992c7c4a0,U104,2026-04-16T16:38:17.927202,1128.16,Target,Dallas,USA,tablet,credit_card,NO,normal
